770, 20.58, 745, 1, 853, 5180
743, 20.58, 745, 1, 854, 5190
766, 20.58, 745, 1, 855, 5200
769, 20.58, 745, 1, 854, 5210
761, 20.90, 745, 1, 853, 5220
742, 20.58, 744, 1, 854, 5230
753, 20.58, 745, 1, 854, 5240
768, 20.58, 745, 1, 854, 5250
767, 20.58, 745, 1, 854, 5260
765, 20.58, 745, 1, 853, 5270
762, 20.58, 745, 1, 854, 5280
756, 20.58, 744, 1, 854, 5290
744, 20.58, 745, 1, 854, 5300
742, 20.58, 745, 1, 854, 5310
743, 20.58, 745, 1, 854, 5320
765, 20.58, 745, 1, 854, 5330
770, 20.58, 744, 1, 854, 5340
768, 20.58, 744, 1, 854, 5350
746, 20.58, 745, 1, 854, 5360
747, 20.58, 745, 1, 853, 5370
755, 20.58, 745, 1, 854, 5380
767, 20.58, 745, 1, 854, 5390
757, 20.58, 745, 1, 854, 5400
746, 20.58, 745, 1, 854, 5410
770, 20.58, 744, 1, 854, 5420
742, 20.58, 745, 1, 854, 5430
769, 20.58, 745, 1, 854, 5440
750, 20.58, 745, 1, 853, 5450
742, 20.58, 744, 1, 854, 5460
751, 20.58, 745, 1, 854, 5470
765, 20.58, 745, 1, 853, 5480
770, 20.58, 744, 1, 854, 5490
752, 20.58, 745, 1, 854, 5500
748, 20.58, 745, 1, 854, 5510
746, 20.58, 744, 1, 854, 5520
743, 20.58, 745, 1, 854, 5530
746, 20.58, 744, 1, 854, 5540
743, 20.58, 745, 1, 853, 5550
745, 20.58, 745, 1, 854, 5560
752, 20.58, 744, 1, 854, 5570
756, 20.58, 745, 1, 854, 5580
751, 20.58, 745, 1, 853, 5590
743, 20.58, 745, 1, 854, 5600
742, 20.58, 744, 1, 854, 5610
741, 20.58, 745, 1, 854, 5620
742, 20.58, 745, 1, 854, 5630
745, 20.58, 745, 1, 853, 5640
752, 20.58, 745, 1, 853, 5650
751, 20.58, 745, 1, 854, 5660
763, 20.58, 745, 1, 853, 5670
768, 20.58, 745, 1, 853, 5680
744, 20.58, 745, 1, 853, 5690
753, 20.58, 745, 1, 854, 5700
768, 20.58, 745, 1, 854, 5710
742, 20.58, 745, 1, 853, 5720
758, 20.58, 745, 1, 853, 5730
770, 20.58, 745, 1, 854, 5740
743, 20.58, 745, 1, 854, 5750
769, 20.58, 745, 1, 853, 5760
742, 20.58, 745, 1, 854, 5770
752, 20.58, 745, 1, 855, 5780
750, 20.58, 745, 1, 854, 5790
764, 20.58, 744, 1, 853, 5800
769, 20.58, 745, 1, 854, 5810
770, 20.90, 745, 1, 854, 5820
770, 20.58, 745, 1, 854, 5830
756, 20.58, 745, 1, 854, 5840
742, 20.58, 745, 1, 854, 5850
748, 20.58, 745, 1, 854, 5860
765, 20.58, 744, 1, 854, 5870
771, 20.58, 745, 1, 853, 5880
771, 20.58, 745, 1, 854, 5890
760, 20.90, 745, 1, 854, 5900
763, 20.58, 745, 1, 854, 5910
760, 20.58, 744, 1, 854, 5920
750, 20.58, 745, 1, 854, 5930
744, 20.58, 745, 1, 853, 5940
757, 20.58, 745, 1, 854, 5950
766, 20.58, 745, 0, 854, 5960
765, 20.90, 745, 0, 854, 5970
766, 20.58, 745, 0, 854, 5980
770, 20.58, 745, 0, 854, 5990
772, 20.58, 745, 0, 854, 6000
772, 20.58, 745, 0, 853, 6010
769, 20.58, 745, 0, 854, 6020
753, 20.58, 745, 0, 854, 6030
756, 20.58, 745, 0, 853, 6040
762, 20.58, 745, 0, 854, 6050
746, 20.90, 745, 0, 854, 6060
756, 20.58, 745, 0, 854, 6070
768, 20.58, 745, 0, 854, 6080
751, 20.58, 745, 0, 854, 6090
745, 20.58, 745, 0, 854, 6100
771, 20.58, 745, 0, 854, 6110
768, 20.58, 745, 0, 854, 6120
760, 20.58, 745, 0, 854, 6130
744, 20.90, 745, 0, 853, 6140
757, 20.58, 745, 0, 854, 6150
772, 20.58, 745, 0, 854, 6160
771, 20.58, 745, 0, 853, 6170
